id_umkm,provinsi,sektor,skala_usaha,usia_usaha,punya_smartphone,punya_medsos_bisnis,punya_marketplace,jumlah_platform,frekuensi_posting_mgg,pakai_pembayaran_digital,persen_omzet_online,ikut_pelatihan_digital,punya_website,pakai_tools_manajemen,digital_readiness_score,kategori_score,klaster,pca_1,pca_2,nama_klaster
UMKM0139,Jawa Barat,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,9.4,1,0,0,15.94,Rendah (0-25),0,-1.741433460407629,-1.2628132156363558,Digital Laggard
UMKM0140,Kalimantan Timur,Fashion,Mikro,> 5 tahun,1,0,0,0,0,1,1.1,0,0,0,20.11,Rendah (0-25),0,-2.0369960984470548,-1.489616795839067,Digital Laggard
UMKM0141,Kalimantan Timur,Jasa,Mikro,> 5 tahun,1,1,0,0,3,0,4.5,1,0,0,36.45,Sedang (25-50),2,-1.1244072219802606,1.44076915531763,Digital Beginner
UMKM0142,Jawa Barat,Kuliner,Menengah,3-5 tahun,1,1,1,3,5,0,73.0,1,0,1,82.3,Sangat Tinggi (75-100),3,3.8511665245592406,1.079233902707971,Digital Adopter
UMKM0143,Jawa Tengah,Kerajinan,Mikro,> 5 tahun,1,1,0,0,3,1,8.9,0,0,0,41.89,Sedang (25-50),2,-1.1099140930171558,1.132763463711365,Digital Beginner
UMKM0144,Jawa Barat,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,9.6,0,0,1,25.96,Sedang (25-50),0,-1.43205330990063,-1.3167408243428789,Digital Laggard
UMKM0145,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,1,1,1,2,1,44.0,0,0,0,66.73,Tinggi (50-75),3,1.2768819621565806,-0.10152895659541247,Digital Adopter
UMKM0146,Jawa Timur,Elektronik,Mikro,> 5 tahun,1,0,0,0,0,0,1.0,0,0,0,10.1,Rendah (0-25),0,-2.2607904609995986,-1.3452155238355106,Digital Laggard
UMKM0147,DKI Jakarta,Jasa,Kecil,3-5 tahun,1,1,1,1,1,1,56.1,0,0,1,70.94,Tinggi (50-75),3,1.8674966940281477,-0.3690907151917175,Digital Adopter
UMKM0148,Jawa Tengah,Kerajinan,Kecil,1-3 tahun,1,1,1,1,1,1,36.3,1,0,1,73.96,Tinggi (50-75),3,1.6983834088349712,-0.10638135647443497,Digital Adopter
UMKM0149,Jawa Timur,Jasa,Kecil,3-5 tahun,1,1,1,3,1,1,51.5,1,0,1,82.15,Sangat Tinggi (75-100),3,3.1387504232398284,-0.59673907623816,Digital Adopter
UMKM0150,Jawa Barat,Jasa,Mikro,> 5 tahun,1,1,0,0,1,0,8.9,1,0,0,32.89,Sedang (25-50),2,-1.2214220871100605,0.5777965228436638,Digital Beginner
UMKM0151,Bali,Kerajinan,Mikro,1-3 tahun,1,1,0,0,2,1,9.8,0,0,1,44.98,Sedang (25-50),2,-0.7927343682659301,0.9368130159591388,Digital Beginner
UMKM0152,Jawa Barat,Jasa,Mikro,1-3 tahun,1,1,1,2,2,1,28.2,0,0,0,68.49,Tinggi (50-75),3,1.4257816151968672,-0.19709132774946694,Digital Adopter
UMKM0153,Jawa Timur,Kerajinan,Kecil,> 5 tahun,1,1,1,1,1,1,41.6,1,0,0,69.49,Tinggi (50-75),3,1.430351611204682,-0.36749269311779176,Digital Adopter
UMKM0154,Jawa Tengah,Kerajinan,Mikro,> 5 tahun,1,0,1,1,0,1,34.4,0,0,0,46.77,Sedang (25-50),3,0.4080729252601656,-2.294980446724721,Digital Adopter
UMKM0155,Kalimantan Timur,Kerajinan,Mikro,< 1 tahun,1,0,1,2,0,1,41.5,0,0,0,50.82,Tinggi (50-75),3,1.116049512501865,-2.5369623730867588,Digital Adopter
UMKM0156,Jawa Barat,Jasa,Mikro,1-3 tahun,1,1,0,0,1,1,4.4,0,0,0,37.44,Sedang (25-50),2,-1.4242121334479416,0.32669624789028295,Digital Beginner
UMKM0157,DKI Jakarta,Kuliner,Menengah,< 1 tahun,1,1,1,3,1,1,47.8,0,0,1,76.78,Sangat Tinggi (75-100),3,2.734138470278716,-0.7091925595236696,Digital Adopter
UMKM0158,Sumatera Utara,Elektronik,Mikro,1-3 tahun,1,0,0,0,0,1,0.7,0,0,0,20.07,Rendah (0-25),0,-2.0467616344156383,-1.4870592490232069,Digital Laggard
UMKM0159,Jawa Barat,Elektronik,Kecil,3-5 tahun,0,1,0,0,2,0,2.5,1,1,1,34.25,Sedang (25-50),2,-0.2448523259463347,1.7639329076141501,Digital Beginner
UMKM0160,Sumatera Utara,Kuliner,Mikro,> 5 tahun,1,1,1,2,1,1,21.8,0,0,0,65.85,Tinggi (50-75),3,1.167315159307419,-0.5735903874454608,Digital Adopter
UMKM0161,Jawa Barat,Jasa,Mikro,3-5 tahun,1,0,1,1,0,1,31.9,0,1,0,51.52,Tinggi (50-75),1,0.7792112148830563,-2.062491780710315,Digital Champion
UMKM0162,DKI Jakarta,Kuliner,Mikro,3-5 tahun,1,1,0,0,3,0,6.0,1,0,0,36.6,Sedang (25-50),2,-1.087786462098072,1.4311783547581554,Digital Beginner
UMKM0163,DKI Jakarta,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,6.1,0,0,0,39.61,Sedang (25-50),2,-1.2804907251893511,0.7332464826726313,Digital Beginner
UMKM0164,Jawa Tengah,Kerajinan,Mikro,> 5 tahun,1,1,0,0,1,1,3.9,1,0,0,42.39,Sedang (25-50),2,-1.1221383081569583,0.46600397274232214,Digital Beginner
UMKM0165,Jawa Timur,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,1,4.2,0,0,0,39.42,Sedang (25-50),2,-1.3268770210401233,0.7453948300479661,Digital Beginner
UMKM0166,Sulawesi Selatan,Jasa,Mikro,> 5 tahun,1,0,0,0,0,1,8.3,0,1,0,25.83,Sedang (25-50),0,-1.4290435615860109,-1.3191486401092651,Digital Laggard
UMKM0167,Jawa Barat,Jasa,Menengah,3-5 tahun,1,1,1,1,4,1,31.3,1,0,1,79.46,Sangat Tinggi (75-100),3,1.8829678504040064,1.1778474049730745,Digital Adopter
UMKM0168,Jawa Timur,Fashion,Mikro,< 1 tahun,1,1,1,1,4,1,48.9,1,0,0,76.22,Sangat Tinggi (75-100),3,1.915226283807663,0.8380915037420236,Digital Adopter
UMKM0169,Jawa Timur,Kuliner,Kecil,3-5 tahun,1,1,1,1,3,1,30.1,1,1,0,77.34,Sangat Tinggi (75-100),1,1.7862011023186615,0.7573803937529698,Digital Champion
UMKM0170,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,0,6.5,1,0,0,15.65,Rendah (0-25),0,-1.8122335961798601,-1.244271001221371,Digital Laggard
UMKM0171,DKI Jakarta,Kerajinan,Kecil,3-5 tahun,1,1,1,2,2,0,54.7,1,0,0,66.14,Tinggi (50-75),3,2.1656761398068474,-0.08665612766838422,Digital Adopter
UMKM0172,Jawa Timur,Pertanian,Mikro,< 1 tahun,0,1,1,2,4,1,19.5,0,0,0,61.62,Tinggi (50-75),3,1.6188193862927867,0.9774429202134739,Digital Adopter
UMKM0173,Jawa Tengah,Kerajinan,Mikro,1-3 tahun,1,1,0,0,1,1,8.5,0,0,0,37.85,Sedang (25-50),2,-1.3241153897699594,0.3004813930277183,Digital Beginner
UMKM0174,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,1,0,0,5,0,9.4,0,0,0,35.94,Sedang (25-50),2,-1.114624390832604,2.108168032990638,Digital Beginner
UMKM0175,DKI Jakarta,Kerajinan,Mikro,1-3 tahun,1,1,0,0,3,1,10.0,0,0,0,42.0,Sedang (25-50),2,-1.083058869103551,1.1257302099677502,Digital Beginner
UMKM0176,Jawa Timur,Fashion,Mikro,> 5 tahun,0,0,0,0,0,0,2.8,0,0,0,0.28,Rendah (0-25),0,-2.0158431315125784,-1.0726564972884003,Digital Laggard
UMKM0177,DKI Jakarta,Jasa,Kecil,1-3 tahun,1,1,1,2,1,1,33.8,0,0,1,72.05,Tinggi (50-75),3,1.85770638757895,-0.4230929505880476,Digital Adopter
UMKM0178,Jawa Barat,Kuliner,Kecil,3-5 tahun,1,1,0,0,3,1,4.5,1,1,0,51.45,Tinggi (50-75),2,-0.47088135399332404,1.5135112684333198,Digital Beginner
UMKM0179,Bali,Jasa,Kecil,3-5 tahun,1,1,1,2,2,1,53.0,0,1,0,75.97,Sangat Tinggi (75-100),1,2.46341773467559,-0.1391552319175038,Digital Champion
UMKM0180,Jawa Timur,Fashion,Kecil,3-5 tahun,1,1,1,1,1,1,36.5,0,0,1,68.98,Tinggi (50-75),3,1.38898543156755,-0.24377092121457916,Digital Adopter
UMKM0181,Jawa Barat,Pertanian,Mikro,1-3 tahun,1,1,0,0,1,1,8.6,1,0,0,42.86,Sedang (25-50),2,-1.0073932605261007,0.43595279765596745,Digital Beginner
UMKM0182,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,9.1,0,0,0,20.91,Rendah (0-25),0,-1.841685379075382,-1.540767732156266,Digital Laggard
UMKM0183,Bali,Kerajinan,Mikro,< 1 tahun,1,1,0,0,2,1,4.5,1,0,0,44.45,Sedang (25-50),2,-1.0052721238119728,0.8795874612682855,Digital Beginner
UMKM0184,Sulawesi Selatan,Elektronik,Mikro,1-3 tahun,1,0,1,2,0,1,22.2,1,0,0,53.89,Tinggi (50-75),3,0.959143147269418,-2.2774499478893007,Digital Adopter
UMKM0185,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,1.4,0,0,0,20.14,Rendah (0-25),0,-2.029671946470617,-1.4915349559509619,Digital Laggard
UMKM0186,DKI Jakarta,Elektronik,Mikro,> 5 tahun,1,0,0,0,0,0,6.8,0,0,0,10.68,Rendah (0-25),0,-2.1191901894551357,-1.3822999526654802,Digital Laggard
UMKM0187,Sumatera Utara,Kerajinan,Mikro,> 5 tahun,1,0,0,0,0,1,3.1,0,0,0,20.31,Rendah (0-25),0,-1.9881684186041364,-1.5024045299183666,Digital Laggard
UMKM0188,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,1,2,3,0,49.7,0,0,0,62.64,Tinggi (50-75),3,1.8315440753399492,0.2266222249474043,Digital Adopter
UMKM0189,Jawa Tengah,Kuliner,Kecil,> 5 tahun,1,1,0,0,2,1,6.7,0,1,0,44.67,Sedang (25-50),2,-0.8336695318099373,0.9459141608641225,Digital Beginner
UMKM0190,Jawa Barat,Kerajinan,Kecil,3-5 tahun,1,1,0,0,2,1,6.5,1,0,1,49.65,Sedang (25-50),2,-0.5590192947550321,1.0940235685221977,Digital Beginner
UMKM0191,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,1,1,2,3,0,17.5,0,0,0,59.42,Tinggi (50-75),3,1.0454184298689675,0.43250474362413155,Digital Adopter
UMKM0192,Bali,Fashion,Menengah,> 5 tahun,1,1,1,1,1,1,89.1,1,0,1,79.24,Sangat Tinggi (75-100),3,2.9874341566880096,-0.4439775361679505,Digital Adopter
UMKM0193,Bali,Kuliner,Menengah,3-5 tahun,1,1,1,1,5,1,62.5,1,1,0,84.58,Sangat Tinggi (75-100),1,2.781645276558155,1.3850587191678194,Digital Champion
UMKM0194,DKI Jakarta,Kerajinan,Mikro,3-5 tahun,1,0,0,0,0,0,6.3,0,0,0,10.63,Rendah (0-25),0,-2.1313971094158655,-1.3791030191456553,Digital Laggard
UMKM0195,Jawa Barat,Kuliner,Mikro,< 1 tahun,1,1,0,0,2,0,9.9,0,0,0,29.99,Sedang (25-50),2,-1.4090711120482047,0.8527116732215528,Digital Beginner
UMKM0196,Jawa Barat,Elektronik,Mikro,1-3 tahun,1,0,0,0,0,0,5.4,1,0,1,20.54,Rendah (0-25),0,-1.4416636708794428,-1.010013906144544,Digital Laggard
UMKM0197,Sumatera Utara,Pertanian,Menengah,3-5 tahun,1,1,1,2,4,1,40.6,1,1,1,88.73,Sangat Tinggi (75-100),1,3.076827774899454,1.138302969539088,Digital Champion
UMKM0198,Bali,Pertanian,Kecil,> 5 tahun,1,0,0,0,0,0,0.6,1,0,0,15.06,Rendah (0-25),0,-1.9562752517164685,-1.2065471856874366,Digital Laggard
UMKM0199,Sulawesi Selatan,Kerajinan,Mikro,3-5 tahun,1,1,0,0,1,1,6.3,1,0,1,47.63,Sedang (25-50),2,-0.6661199431314341,0.6778825331803744,Digital Beginner
UMKM0200,Sumatera Utara,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,1,7.6,1,0,0,46.76,Sedang (25-50),2,-0.8273713396633396,1.277186282195124,Digital Beginner
UMKM0201,DKI Jakarta,Jasa,Mikro,> 5 tahun,1,1,0,0,2,1,7.8,0,0,0,39.78,Sedang (25-50),2,-1.2389871973228708,0.7223769087052264,Digital Beginner
UMKM0202,Jawa Timur,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,1,7.7,0,0,0,20.77,Rendah (0-25),0,-1.8758647549654246,-1.5318163183007563,Digital Laggard
UMKM0203,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,1,2,0,0,26.7,0,1,0,44.34,Sedang (25-50),1,0.9655445925304112,-2.0820672571850674,Digital Champion
UMKM0204,Bali,Kuliner,Kecil,< 1 tahun,0,1,1,2,4,0,61.0,1,0,1,65.77,Tinggi (50-75),3,3.1223466589386755,1.21919395603302,Digital Adopter
UMKM0205,DKI Jakarta,Fashion,Kecil,> 5 tahun,1,1,0,0,1,0,10.0,0,0,0,28.0,Sedang (25-50),2,-1.5088476084481688,0.4346524777678346,Digital Beginner
UMKM0206,Jawa Timur,Jasa,Kecil,> 5 tahun,1,0,1,3,0,1,36.0,0,0,1,58.6,Tinggi (50-75),3,1.9138368659472023,-2.4711577334159953,Digital Adopter
UMKM0207,Jawa Timur,Kerajinan,Kecil,1-3 tahun,1,1,1,2,4,1,48.6,1,0,1,84.53,Sangat Tinggi (75-100),3,2.8399656048445876,0.8706480348066075,Digital Adopter
UMKM0208,DKI Jakarta,Fashion,Kecil,> 5 tahun,1,1,0,0,3,0,2.9,1,0,0,36.29,Sedang (25-50),2,-1.1634693658545952,1.45099934258107,Digital Beginner
UMKM0209,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,6.9,0,0,0,20.69,Rendah (0-25),0,-1.895395826902592,-1.5267012246690363,Digital Laggard
UMKM0210,Jawa Timur,Pertanian,Mikro,> 5 tahun,1,1,0,0,1,0,3.4,0,0,0,27.34,Sedang (25-50),2,-1.6699789519297987,0.47685200022952406,Digital Beginner
UMKM0211,Jawa Tengah,Fashion,Mikro,> 5 tahun,1,0,0,0,0,0,9.7,0,0,0,10.97,Rendah (0-25),0,-2.0483900536829047,-1.400842167080465,Digital Laggard
UMKM0212,DKI Jakarta,Fashion,Kecil,> 5 tahun,1,1,0,0,2,0,1.0,1,1,0,39.1,Sedang (25-50),2,-0.8799006526709389,1.2622318796219325,Digital Beginner
UMKM0213,DKI Jakarta,Kuliner,Mikro,< 1 tahun,1,1,0,0,5,1,5.0,0,0,0,45.5,Sedang (25-50),2,-1.000692307926626,1.992539162665506,Digital Beginner
UMKM0214,Jawa Barat,Jasa,Kecil,> 5 tahun,1,1,1,1,5,0,48.7,1,0,1,73.2,Tinggi (50-75),3,2.1886335668691066,1.6277758125325106,Digital Adopter
UMKM0215,DKI Jakarta,Kerajinan,Mikro,> 5 tahun,1,1,0,0,3,1,3.3,1,0,0,46.33,Sedang (25-50),2,-0.9323508513256136,1.3046799104656188,Digital Beginner
UMKM0216,Jawa Barat,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,1,6.5,0,0,0,20.65,Rendah (0-25),0,-1.9051613628711754,-1.5241436778531763,Digital Laggard
UMKM0217,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,1,1.3,1,0,0,44.13,Sedang (25-50),2,-1.0833964115606416,0.9000478357951651,Digital Beginner
UMKM0218,Sumatera Utara,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,0,7.2,0,0,0,10.72,Rendah (0-25),0,-2.109424653486552,-1.38485749948134,Digital Laggard
UMKM0219,DKI Jakarta,Kerajinan,Kecil,> 5 tahun,1,1,0,0,1,1,9.8,1,1,1,52.98,Tinggi (50-75),2,-0.14849861397978867,0.8720079969568808,Digital Beginner
UMKM0220,Sulawesi Selatan,Kuliner,Kecil,< 1 tahun,1,1,1,1,2,1,55.1,1,1,1,82.84,Sangat Tinggi (75-100),1,2.6917543691770502,0.4073377503451808,Digital Champion
UMKM0221,DKI Jakarta,Pertanian,Mikro,> 5 tahun,1,1,1,1,1,1,11.2,0,0,0,61.45,Tinggi (50-75),3,0.3738901323406131,-0.3092299264446485,Digital Adopter
UMKM0222,Jawa Tengah,Kuliner,Mikro,3-5 tahun,1,1,0,0,1,0,3.6,1,0,0,32.36,Sedang (25-50),2,-1.3508154386937936,0.6116840181538084,Digital Beginner
UMKM0223,Jawa Timur,Fashion,Mikro,< 1 tahun,1,1,0,0,1,0,3.2,0,0,0,27.32,Sedang (25-50),2,-1.6748617199140905,0.4781307736374541,Digital Beginner
UMKM0224,Jawa Barat,Elektronik,Mikro,1-3 tahun,1,1,1,3,2,0,33.9,1,0,0,67.39,Tinggi (50-75),3,2.1925065932398384,-0.15024916362418916,Digital Adopter
UMKM0225,Jawa Barat,Fashion,Mikro,< 1 tahun,1,1,0,0,4,1,0.5,0,0,0,43.05,Sedang (25-50),2,-1.2127724679653018,1.6038917555941776,Digital Beginner
UMKM0226,Jawa Barat,Kerajinan,Kecil,3-5 tahun,1,1,0,0,2,1,9.5,1,0,0,44.95,Sedang (25-50),2,-0.8832029242046775,0.8476181260700358,Digital Beginner
UMKM0227,Kalimantan Timur,Fashion,Mikro,1-3 tahun,1,1,0,0,2,1,1.4,0,0,1,44.14,Sedang (25-50),2,-0.9978106236061862,0.9905214990921981,Digital Beginner
UMKM0228,Jawa Barat,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,0,9.0,0,0,0,10.9,Rendah (0-25),0,-2.065479741627926,-1.39636646015271,Digital Laggard
UMKM0229,Bali,Pertanian,Mikro,1-3 tahun,1,1,0,0,3,1,0.8,0,0,0,41.08,Sedang (25-50),2,-1.3076661963809741,1.1845537867325295,Digital Beginner
UMKM0230,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,1,0,0,1,1,8.2,1,0,0,42.82,Sedang (25-50),2,-1.0171587964946842,0.4385103444718274,Digital Beginner
UMKM0231,Sumatera Utara,Elektronik,Mikro,> 5 tahun,1,0,0,0,0,1,1.5,0,0,1,25.15,Sedang (25-50),0,-1.6298054132644484,-1.2649505013217146,Digital Laggard
UMKM0232,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,1,0,0,5,1,0.4,0,0,0,45.04,Sedang (25-50),2,-1.1129959715653377,2.021950951047896,Digital Beginner
UMKM0233,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,0,1,1,0,0,39.1,1,0,1,47.24,Sedang (25-50),3,1.0131708887963609,-1.817935103846058,Digital Adopter
UMKM0234,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,0,0,1,1,2.8,1,0,1,47.28,Sedang (25-50),2,-0.7515683828565406,0.7002610678191491,Digital Beginner
UMKM0235,Jawa Timur,Kerajinan,Mikro,3-5 tahun,1,1,0,0,2,0,7.1,0,0,1,34.71,Sedang (25-50),2,-1.0800047146142677,1.097838342265785,Digital Beginner
UMKM0236,Sumatera Utara,Fashion,Mikro,3-5 tahun,1,1,0,0,5,0,5.6,0,0,1,40.56,Sedang (25-50),2,-0.8099718333201257,2.3596885690745197,Digital Beginner
UMKM0237,Jawa Barat,Jasa,Mikro,> 5 tahun,1,0,1,2,0,1,18.6,0,0,0,48.53,Sedang (25-50),3,0.5569725783004522,-2.3905428178787758,Digital Adopter
UMKM0238,Jawa Timur,Fashion,Menengah,1-3 tahun,1,1,1,3,4,1,38.3,0,0,1,81.83,Sangat Tinggi (75-100),3,2.8088606322011853,0.6038086036022642,Digital Adopter
UMKM0239,DKI Jakarta,Pertanian,Mikro,< 1 tahun,1,1,0,0,2,0,4.5,1,0,0,34.45,Sedang (25-50),2,-1.2266251023723704,1.023349346567877,Digital Beginner
UMKM0240,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,5,0,7.3,0,0,1,40.73,Sedang (25-50),2,-0.7684683054536453,2.3488189951071146,Digital Beginner
UMKM0241,Bali,Jasa,Mikro,> 5 tahun,1,0,1,1,0,1,13.2,0,0,0,44.65,Sedang (25-50),0,-0.10950048107476645,-2.1594304654841427,Digital Laggard
UMKM0242,Kalimantan Timur,Jasa,Mikro,< 1 tahun,1,1,1,3,1,1,31.4,1,0,0,75.14,Sangat Tinggi (75-100),3,2.2506070916044782,-0.6954461900744089,Digital Adopter
UMKM0243,Bali,Jasa,Mikro,3-5 tahun,1,1,0,0,4,1,3.0,1,0,0,48.3,Sedang (25-50),2,-0.8374571229099411,1.724017879327267,Digital Beginner
UMKM0244,Jawa Barat,Jasa,Kecil,> 5 tahun,1,1,0,0,5,1,2.0,0,0,1,50.2,Tinggi (50-75),2,-0.6765086784769806,2.238944605117668,Digital Beginner
UMKM0245,Jawa Timur,Jasa,Kecil,> 5 tahun,1,1,1,1,1,0,34.5,0,0,0,53.78,Tinggi (50-75),3,0.7213796239502112,-0.3144451431689002,Digital Adopter
UMKM0246,Bali,Kerajinan,Mikro,3-5 tahun,1,1,1,2,1,0,34.2,0,0,0,57.09,Tinggi (50-75),3,1.2486937957731135,-0.5091124534375284,Digital Adopter
UMKM0247,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,1,3.9,0,0,1,25.39,Sedang (25-50),0,-1.5712121974529467,-1.2802957822168743,Digital Laggard
UMKM0248,Kalimantan Timur,Kuliner,Mikro,> 5 tahun,1,0,0,0,0,1,6.7,0,0,0,20.67,Rendah (0-25),0,-1.9002785948868837,-1.5254224512611063,Digital Laggard
UMKM0249,Kalimantan Timur,Elektronik,Kecil,3-5 tahun,1,1,1,1,1,1,26.0,0,0,0,62.93,Tinggi (50-75),3,0.7352149631782071,-0.4038591586314672,Digital Adopter
UMKM0250,Sulawesi Selatan,Kerajinan,Mikro,< 1 tahun,0,1,1,3,5,1,48.6,0,0,0,69.86,Tinggi (50-75),3,2.9661183321986946,1.0122157277288917,Digital Adopter
UMKM0251,Jawa Barat,Jasa,Mikro,< 1 tahun,1,1,1,2,3,0,17.2,1,1,0,69.39,Tinggi (50-75),1,1.7845479125707813,0.7870376934835219,Digital Champion
UMKM0252,Jawa Barat,Fashion,Mikro,> 5 tahun,1,0,1,2,0,1,33.8,0,0,0,50.05,Tinggi (50-75),3,0.9280629451066301,-2.4877295968814543,Digital Adopter
UMKM0253,Sulawesi Selatan,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,1.0,1,0,1,30.1,Sedang (25-50),0,-1.3277315879734648,-1.1256427764696755,Digital Laggard
UMKM0254,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,1,2.4,0,0,0,39.24,Sedang (25-50),2,-1.3708219328987497,0.756903790719336,Digital Beginner
UMKM0255,Jawa Timur,Kerajinan,Mikro,> 5 tahun,1,0,0,0,0,1,0.5,0,0,0,20.05,Rendah (0-25),0,-2.05164440239993,-1.4857804756152768,Digital Laggard
UMKM0256,Jawa Tengah,Fashion,Mikro,3-5 tahun,1,1,1,3,3,1,41.3,0,0,0,75.13,Sangat Tinggi (75-100),3,2.38245912235943,-0.060016647599650835,Digital Adopter
UMKM0257,Bali,Kuliner,Kecil,3-5 tahun,0,1,1,1,2,1,27.2,0,0,0,55.05,Tinggi (50-75),3,1.0677318691044615,0.2899559968891863,Digital Adopter
UMKM0258,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,1,1,1,3,1,48.8,1,0,0,74.21,Tinggi (50-75),3,1.810567019423407,0.4213110816962354,Digital Adopter
UMKM0259,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,0.2,0,0,0,39.02,Sedang (25-50),2,-1.4245323807259596,0.7709702982065658,Digital Beginner
UMKM0260,Jawa Timur,Fashion,Kecil,1-3 tahun,1,1,1,1,4,1,35.3,1,0,0,74.86,Tinggi (50-75),3,1.58319806087582,0.9250480954812623,Digital Adopter
UMKM0261,DKI Jakarta,Kuliner,Mikro,> 5 tahun,1,1,0,0,5,0,4.4,1,1,0,45.44,Sedang (25-50),2,-0.49023995576164753,2.492752157936383,Digital Beginner
UMKM0262,Kalimantan Timur,Jasa,Mikro,3-5 tahun,1,0,0,0,0,1,7.9,1,0,1,30.79,Sedang (25-50),0,-1.1592760925153973,-1.16976045904326,Digital Laggard
UMKM0263,Jawa Timur,Kuliner,Mikro,> 5 tahun,1,1,1,2,4,0,40.1,0,0,0,63.68,Tinggi (50-75),3,1.6993890924860526,0.7054231572777966,Digital Adopter
UMKM0264,Jawa Tengah,Fashion,Mikro,1-3 tahun,1,1,0,0,1,0,6.0,1,0,0,32.6,Sedang (25-50),2,-1.292222222882292,0.5963387372586485,Digital Beginner
UMKM0265,Sulawesi Selatan,Kuliner,Kecil,3-5 tahun,1,0,0,0,0,1,1.9,0,1,0,25.19,Sedang (25-50),0,-1.5852921370833488,-1.2782278910555058,Digital Laggard
UMKM0266,Sumatera Utara,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,0,7.8,0,0,0,29.78,Sedang (25-50),2,-1.4603401758832686,0.8661387940048176,Digital Beginner
UMKM0267,DKI Jakarta,Fashion,Mikro,3-5 tahun,1,1,1,2,1,1,21.7,0,0,0,65.84,Tinggi (50-75),3,1.164873775315273,-0.5729510007414957,Digital Adopter
UMKM0268,DKI Jakarta,Fashion,Mikro,> 5 tahun,1,1,0,0,2,0,5.8,0,0,0,29.58,Sedang (25-50),2,-1.5091678557261867,0.8789265280841175,Digital Beginner
UMKM0269,Jawa Barat,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,0,6.8,0,0,0,10.68,Rendah (0-25),0,-2.1191901894551357,-1.3822999526654802,Digital Laggard
UMKM0270,Jawa Barat,Kuliner,Kecil,3-5 tahun,1,1,1,1,1,1,52.1,0,0,0,65.54,Tinggi (50-75),3,1.372416185128289,-0.57073908836633,Digital Adopter
UMKM0271,Sumatera Utara,Kerajinan,Mikro,< 1 tahun,1,1,0,0,5,1,3.8,0,0,0,45.38,Sedang (25-50),2,-1.0299889158323767,2.000211803113086,Digital Beginner
UMKM0272,Sumatera Utara,Jasa,Mikro,1-3 tahun,0,1,0,0,1,1,7.3,1,0,0,32.73,Sedang (25-50),2,-0.8381288347956045,0.7283328120259926,Digital Beginner
UMKM0273,Sulawesi Selatan,Jasa,Kecil,3-5 tahun,1,1,0,0,5,1,9.3,1,0,1,55.93,Tinggi (50-75),2,-0.18400690179861637,2.3283801670604376,Digital Beginner
UMKM0274,Bali,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,0,6.3,1,0,0,15.63,Rendah (0-25),0,-1.8171163641641521,-1.242992227813441,Digital Laggard
UMKM0275,Jawa Tengah,Fashion,Kecil,> 5 tahun,1,1,0,0,2,1,7.9,1,0,0,44.79,Sedang (25-50),2,-0.922265068079012,0.8578483133334758,Digital Beginner
UMKM0276,Jawa Tengah,Kuliner,Kecil,3-5 tahun,1,1,1,1,2,1,53.6,0,0,0,67.69,Tinggi (50-75),3,1.5112548254025877,-0.16291008017605169,Digital Adopter
UMKM0277,Sumatera Utara,Kuliner,Kecil,> 5 tahun,1,1,1,1,3,1,27.5,0,0,0,67.08,Tinggi (50-75),3,0.9762714838446162,0.4213896583085643,Digital Adopter
UMKM0278,DKI Jakarta,Pertanian,Mikro,3-5 tahun,1,1,0,0,3,0,5.3,0,0,1,36.53,Sedang (25-50),2,-1.0217317460807838,1.5267671116869082,Digital Beginner
